title,link,source,snippet,date,absolute_date
"LATAM Brazil chief says airline could add smaller Embraer, Airbus planes",https://www.reuters.com/business/aerospace-defense/latam-brazil-chief-says-airline-could-add-smaller-embraer-airbus-planes-2024-08-07/,Reuters,"LATAM Airlines is weighing the possibility of adding smaller aircraft to its fleet such as Embraer's E2 and Airbus' A220, the firm's Brazil head said on...","Aug 7, 2024",2024-08-07
"In Lula's Brazil, Amazon deforestation rises for first time in 15 months",https://www.reuters.com/world/americas/lulas-brazil-amazon-deforestation-rises-first-time-15-months-2024-08-07/,Reuters,"BRASILIA, Aug 7 (Reuters) - Deforestation in Brazil's Amazon rose in July, breaking a 15-month streak of falling destruction under President Luiz Inacio da...","Aug 7, 2024",2024-08-07
"BHP mulling sale of gold, copper mines in Brazil, Bloomberg News reports",https://www.reuters.com/markets/deals/bhp-mulling-sale-gold-copper-mines-brazil-bloomberg-news-reports-2024-08-07/,Reuters,"BHP Group , the world's top miner, is mulling a sale of Brazilian copper and gold assets it took over as part of the buyout of smaller peer Oz Minerals,...","Aug 7, 2024",2024-08-07
Brazil power firm Eletrobras posts almost-8% rise in 2nd-quarter net profit,https://www.reuters.com/business/energy/brazil-power-firm-eletrobras-posts-almost-8-rise-2nd-quarter-net-profit-2024-08-08/,Reuters,"SAO PAULO, Aug 7 (Reuters) - Brazilian power company Eletrobras on Wednesday reported a 7.6% increase in its second-quarter net profit from the same period...","Aug 7, 2024",2024-08-07
"BHP Seeking Buyer for Gold, Copper Mines in Brazil After Oz Minerals Takeover",https://www.bloomberg.com/news/articles/2024-08-07/bhp-is-said-to-seek-buyer-for-gold-copper-mines-in-brazil,Bloomberg.com,"BHP Group Ltd., the world's No. 1 miner, is planning to sell Brazilian copper and gold assets it acquired with the takeover of Oz Minerals Ltd.,...","Aug 7, 2024",2024-08-07
"Lender Itau Unibanco reports higher profit, credit acceleration",https://www.reuters.com/business/finance/brazilian-lender-itau-unibancos-net-recurring-profit-rises-18-bln-second-quarter-2024-08-06/,Reuters,"Brazil's Itau Unibanco , Latin America's largest private lender, on Tuesday posted second-quarter profit that was up 15.2% from a year earlier,...","Aug 6, 2024",2024-08-06
Farmers attack Indigenous people reclaiming land in Brazil,https://www.reuters.com/world/americas/farmers-attack-indigenous-people-reclaiming-land-brazil-2024-08-05/,Reuters,Armed men backed by farmers in trucks and tractors attacked Indigenous people reclaiming land in Brazil's farming state of Mato Grosso do Sul at the weekend...,"Aug 6, 2024",2024-08-06
"New 'super manager' at Brazil's Petrobras is tasked with boosting investment, sources say",https://www.reuters.com/business/energy/new-super-manager-brazils-petrobras-is-tasked-with-boosting-investment-sources-2024-08-06/,Reuters,"RIO DE JANEIRO, Aug 6 (Reuters) - Brazilian state-run oil company Petrobras has appointed a new ""super manager,"" Wagner Victer, tasked with boosting capital...","Aug 6, 2024",2024-08-06
"Brazil central bank will raise rates if needed, minutes show",https://www.reuters.com/markets/rates-bonds/brazil-central-bank-will-raise-rates-if-needed-minutes-show-2024-08-06/,Reuters,"SAO PAULO, Aug 6 (Reuters) - Brazil's central bank won't hesitate to raise interest rates if necessary to bring inflation down to its target, minutes from...","Aug 6, 2024",2024-08-06
Brazil Central Bank Opens Door to Interest Rate Hikes in Hawkish Turn,https://www.bloomberg.com/news/articles/2024-08-06/brazil-central-bank-won-t-hesitate-to-hike-rates-if-appropriate,Bloomberg.com,"Brazil's central bank said it won't hesitate to raise its interest rate as the inflation outlook worsens, marking a significant change in guidance barely a...","Aug 6, 2024",2024-08-06
Brazil's Mantega praises Lula for lowering attacks on central bank,https://www.reuters.com/business/finance/brazils-mantega-praises-lula-lowering-attacks-central-bank-2024-08-06/,Reuters,"BRASILIA, Aug 6 (Reuters) - Brazilian President Luiz Inacio Lula da Silva was right to tone down his criticism of the central bank and if he taps Gabriel...","Aug 6, 2024",2024-08-06
LATAM Airlines to invest $2 bln in Brazil over 2 years,https://www.reuters.com/business/aerospace-defense/latam-airlines-invest-2-bln-brazil-over-2-years-2024-08-06/,Reuters,"LATAM Airlines on Monday said that it would invest $2 billion in Brazil, Latin America's largest economy, within the next two years.","Aug 5, 2024",2024-08-05
Raw Sugar Falls to Lowest Since 2022 Amid Global Stock Selloff,https://www.bloomberg.com/news/articles/2024-08-05/raw-sugar-falls-to-lowest-since-2022-amid-global-stock-selloff,Bloomberg,Raw sugar fell to the lowest in nearly two years weighed by a selloff in the broader global markets while strong Brazilian shipments and the prospects of...,"Aug 5, 2024",2024-08-05
"Brazil, Venezuela reach deal after diplomatic ruptures following contested election",https://www.reuters.com/world/americas/brazil-venezuela-reach-deal-after-diplomatic-ruptures-following-contested-2024-08-05/,Reuters,"CARACAS, Aug 5 (Reuters) - Brazil announced a diplomatic agreement on Monday that will allow it to represent the interests of Argentina and Peru in Caracas,...","Aug 5, 2024",2024-08-05
Brazil Analysts Lift 2025 Interest Rate Forecast as Currency Tumbles,https://www.bloomberg.com/news/articles/2024-08-05/brazil-analysts-lift-2025-interest-rate-forecast,Bloomberg,Brazil analysts lifted their key rate forecast for the end of next year as the biggest currency rout in emerging markets fans concerns of more persistent...,"Aug 5, 2024",2024-08-05
Brazil's Petrobras confirms gas discovery off Colombia,https://www.reuters.com/business/energy/brazils-petrobras-confirms-gas-discovery-colombia-2024-08-05/,Reuters,"Brazilian state-run oil firm Petrobras confirmed on Monday a natural gas discovery off Colombia's coast, an area where it believes it could find enough gas...","Aug 5, 2024",2024-08-05
Venezuela’s Neighbors Fear ‘Exodus That We Cannot Accommodate’,https://www.bloomberg.com/news/articles/2024-08-03/venezuela-s-neighbors-fear-exodus-that-we-cannot-accommodate,Bloomberg.com,"When Venezuelans started leaving en masse at the start of an economic collapse almost a decade ago, South American governments including Brazil and Peru...","Aug 3, 2024",2024-08-03
"Brazil’s Lula Approves Green Hydrogen Bill, Vetoes Tax Credits",https://www.bloomberg.com/news/articles/2024-08-03/brazil-s-lula-approves-green-hydrogen-bill-vetoes-tax-credits,Bloomberg,"Brazil President Luiz Inacio Lula da Silva approved legislation establishing a legal framework for low-carbon hydrogen, but vetoed language that would have...","Aug 3, 2024",2024-08-03
"Exclusive: Petrobras' bid for Galp's Namibia prospect to include at least one partner, sources say",https://www.reuters.com/business/energy/petrobras-bid-galps-namibia-prospect-include-least-one-partner-sources-say-2024-08-02/,Reuters,"Brazil's Petrobras will include at least one partner in its bid for a 40% stake in Galp Energia's Mopane oil prospect in Namibia, two sources with knowledge...","Aug 2, 2024",2024-08-02
Diplomats push for progress in Venezuela's disputed election,https://www.reuters.com/world/americas/venezuelan-opposition-movement-denounces-invasion-headquarters-2024-08-02/,Reuters,"Brazil, Colombia and Mexico are pushing for Venezuela's President Nicolas Maduro to meet with the opposition candidate in last week's disputed election,...","Aug 2, 2024",2024-08-02
Foreigners Return to Brazil Stocks for First Time This Year,https://www.bloomberg.com/news/articles/2024-08-02/foreigners-return-to-brazil-stocks-for-first-time-this-year,Bloomberg.com,Foreign investors are testing the waters in Brazil's battered stock market.,"Aug 2, 2024",2024-08-02
"Brazil, Mexico and Colombia call for Venezuela to release full vote tallies",https://www.reuters.com/world/americas/brazilian-flag-raised-argentine-embassy-caracas-2024-08-01/,Reuters,"CARACAS/BRASILIA, Aug 1 (Reuters) - Brazil, Mexico and Colombia called for Venezuela to release detailed voting tallies on Thursday, while the United States...","Aug 2, 2024",2024-08-02
Brazil Central Bank Tightens Rules for Meetings With Outside Institutions,https://www.bloomberg.com/news/articles/2024-08-02/brazil-central-bank-sets-rules-for-meetings-with-outside-groups,Bloomberg.com,Brazil's central bank laid out rules for meetings between its board and members of outside institutions to streamline communications as investors worry...,"Aug 2, 2024",2024-08-02
Brazil’s Eletrobras Agreement Faces Government Pushback,https://www.bloomberg.com/news/articles/2024-08-02/brazil-politics-eletrobras-agreement-faces-government-pushback,Bloomberg,The Finance Ministry signaled to the Ministry of Mines and Energy that it does not agree with the terms of the agreement between the government and...,"Aug 2, 2024",2024-08-02
A Fraught Election Just Reshaped the Next Steps for Deep Sea Mining,https://www.bloomberg.com/news/articles/2024-08-02/a-fraught-election-just-shaped-the-next-steps-for-deep-sea-mining,Bloomberg,"A Brazilian oceanographer was named secretary-general of the International Seabed Authority, which is tasked with completing regulations around mining the...","Aug 2, 2024",2024-08-02
"Brazil's Itaú sees loan book contracting, provisions up this year",https://www.reuters.com/article/business/brazils-ita-sees-loan-book-contracting-provisions-up-this-year-idUSE6N182001/,Reuters,"Itaú Unibanco Holding SA, Brazil's largest non-government bank, announced on Tuesday revisions to several operating estimates for this year.","Aug 2, 2024",2024-08-02
"Telecom Italia (TIT IM) Earnings Rise on Enterprise Services, Brazil Unit",https://www.bloomberg.com/news/articles/2024-07-31/telecom-italia-earnings-rise-on-enterprise-services-brazil-unit,Bloomberg.com,Telecom Italia SpA said its adjusted earnings rose and reaffirmed guidance to cut debt after the phone carrier's sold off its fixed-line network.,"Aug 1, 2024",2024-08-01
Real Hits 2024 Low as Brazil Central Bank Disappoints Hawks,https://www.bloomberg.com/news/articles/2024-08-01/brazil-markets-slide-after-central-bank-fails-to-signal-hike,Bloomberg.com,"The Brazilian real slumped to a fresh low for the year after the central bank failed to signal it may hike interest rates at its next meeting,...","Aug 1, 2024",2024-08-01
"Venezuela's Maduro asks for phone call with Lula, says source",https://www.reuters.com/world/americas/venezuelas-maduro-asks-phone-call-with-lula-says-source-2024-08-01/,Reuters,Venezuelan President Nicolas Maduro has requested a phone call with his Brazilian counterpart Luiz Inacio Lula da Silva amid tensions over a contested election.,"Aug 1, 2024",2024-08-01
Fires in Brazil's Amazon rainforest for July surge to highest in two decades,https://www.reuters.com/business/environment/fires-brazils-amazon-rainforest-july-surge-highest-two-decades-2024-08-01/,Reuters,"SAO PAULO, Aug 1 (Reuters) - The number of fires in Brazil's Amazon rainforest region surged to a record high for the month of July in almost two decades,...","Aug 1, 2024",2024-08-01
Maduro’s Crackdown Thrusts Old Ally Lula Into Global Hot Seat,https://www.bloomberg.com/news/articles/2024-08-01/maduro-s-crackdown-thrusts-old-ally-lula-into-global-hotseat,Bloomberg.com,Brazil's Luiz Inacio Lula da Silva has found himself at the forefront of Venezuela's crisis after Maduro declared himself the victor of an election his...,"Aug 1, 2024",2024-08-01
Milei Thanks Brazil for Stepping In Amid Venezuela Embassy Spat,https://www.bloomberg.com/news/articles/2024-08-01/milei-thanks-brazil-for-stepping-in-amid-venezuela-embassy-spat,Bloomberg.com,"Venezuela promised Brazil that it would respect the integrity of the Argentine embassy in Caracas, including the six opponents of Nicolas Maduro's government.","Aug 1, 2024",2024-08-01
Milei Thanks Brazil for Stepping In Amid Venezuela Embassy Spat,https://www.bloomberg.com/news/articles/2024-08-01/milei-thanks-brazil-for-stepping-in-amid-venezuela-embassy-spat,Bloomberg.com,"Venezuela promised Brazil that it would respect the integrity of the Argentine embassy in Caracas, including the six opponents of Nicolas Maduro's...","Aug 1, 2024",2024-08-01
Latin America Risks Squandering Opportunity for Deeper Rate Cuts Created by Fed,https://www.bloomberg.com/news/articles/2024-07-31/latin-america-risks-squandering-rate-cut-opportunity,Bloomberg.com,"As central bankers from Brazil, Colombia and Chile all convene on Wednesday to set rates, investors are betting there's less space for easing than before.","Jul 31, 2024",2024-07-31
"Brazil holds interest rates as expected, flags 'greater caution'",https://www.reuters.com/markets/rates-bonds/brazil-holds-interest-rates-expected-flags-greater-caution-2024-07-31/,Reuters,"SAO PAULO, July 31 (Reuters) - Brazil's central bank on Wednesday kept interest rates unchanged at a second consecutive policy meeting, as expected,...","Jul 31, 2024",2024-07-31
